Topic,Question,Answer,url
Vision ,How do I use my vision benefits?,"How to Use Vision Benefits
The employee/retiree/dependent should call their VSP doctor for an appointment and indicate that they are enrolled under the ""State of California VSP Plan"".
• Simply provide the employee's name and social security number.
• Active employees and eligible dependents are under plan group number 12020000 (State of California).
• Retirees and eligible dependents are under plan group number 12294067 (State of California).

The doctor and VSP will handle the rest. The doctor will contact VSP to verify eligibility and plan coverage.

If the employee/retiree/dependent is not eligible at the time, then the doctor will inform the employee/retiree/dependent.

If the employee/retiree/dependent is eligible, then payment for any applicable copayments is required at the time of the appointment.

VSP will pay the doctor directly for covered services.",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I login to see my vision benefits?,State of CA employees and retirees can view their vision benefits by visiting https://stateofcaemployee.vspforme.com/ or https://stateofc,https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
FlexElect,What is the FlexElect Program?,The flexelect Program is a voluntary tax savings program available to eligible state employees each Plan Year (January 1 through December 31). Departments are responsible for providing employees with information on the FlexElect options and a FlexElect Handbook and assisting employees who wish to enroll in FlexElect with filling out the appropriate forms correctly and timely. The following instructions provide the information required to assist departments in accomplishing that task.,https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Can I cancel or reduce my Dependent Care Reimbursement Account (DCRA) contribution due to the closure of a childcare facility?," Yes, the state's program includes a change in provider or a change in cost as a permitting event. Employees must submit a completed STD 701R – Reimbursement Account Enrollment Authorization requesting the reduction or cancellation to their departmental personnel office within 60 days of the permitting event. Any change submitted will be on a prospective basis only. The effective date will be the first of the following month when a correctly completed form is received and processed by the State's Controller's Office (SCO) by the tenth of the month.
If the childcare provider resumes business, you can elect to reenroll in the program. To reenroll, follow the same steps described above.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Can I cancel my Medical Reimbursement Account (MRA) if a procedure is cancelled?,"No, the cancellation of a procedure is not considered a permitting event to modify or cancel the MRA. You must experience a permitting event to make an election change. For a list of permitting events, refer to the FlexElect Program Permitting Event Codes Chart.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,When does FlexElect Reimbursement end?,"The FlexElect plan year is from January 1 to December 31. You cannot change or cancel your enrollment during the plan year unless you experience a change in your status, called a “permitting event.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Who pays FlexElect?,"Employees who are eligible to enroll into FlexElect must be paid by SCO through the Uniform State Payroll System or by the District Agriculture Association and meet the eligibility criteria listed below:
• State employees designated rank and file, managerial, supervisory, confidential, and all other employees excluded from collective bargaining, Constitutional Officers, employees of the Judicial Council, and Supreme, Appellate, and Superior Court Judges.
• Must have a permanent appointment with a time base of half-time or more. If a limited-term (LT) or temporary (TAU) appointment, must have a mandatory right of return to a permanent position (not permanent-intermittent) with a time base of half-time or more.
• Employee may have more than one appointment, as long as the combined time base is half-time or more.
• Employees who are maintaining coverage as a dependent on their parent's state-sponsored health and/or dental benefits are eligible for the Cash Option. This change began January 1, 2011.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
Cash Option,What is Cash Option?,"Cash in lieu of your state- sponsored health and/or dental benefits. The cash option is designed to expand your benefit options by providing an alternative benefit should you have access to qualifying coverage elsewhere, not limit or decrease important health and/or dental coverage for you and your family.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
PreTax Parking,How do I know if I am eligible to participate in the Third Party Pre-Tax Parking Reimbursement Account Program?,"Any active state employee who meets the following eligibility criteria can enroll:

You drive a personal vehicle to work or to a location from which you commute to work;
You pay for employment-related parking in a paid facility providing a receipt
You currently do not have a state-administered or department-sponsored parking space.
When can I enroll?
There is no open enrollment period for the Program; you may enroll at any time.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How do I enroll?,"Complete a CalHR 682 - Account Enrollment Form and give it to your departmental personnel office. For your deduction to be effective for the current pay period, your enrollment form must be processed and forwarded to the State Controller's Office (SCO) Miscellaneous Deduction Unit by the 10th of the month.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What is the maximum deduction allowed from my paycheck?,"You can deduct your actual cost of parking, up to $300 per month, for the 2023 tax year.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What is the minimum deduction from my paycheck required to remain enrolled in the Program?,​You can deduct a minimum of $1 per month to ​remain enrolled in the Program.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Is there a cost to enroll in the Program?,No. Participants in the Program are not charged an administrative fee.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How do I get reimbursed?,"Pay your parking fees to your parking vendor and receive a receipt for all parking expenditures for the month.
Complete a CalHR 681 - Account Claim Form. Your signature on the claim form attests that the reimbursement is for ""qualified parking"" and that you meet the eligibility criteria.
Submit the completed CalHR 681 - Account Claim Form along with the required payment documentation to the third party administrator, ASI, via fax, mail, or your online ASI account.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How often can I submit a claim form?,You can submit a claim as often as you like. Reimbursement claims can be submitted monthly or on a less frequent basis. The reimbursement checks are mailed once a month at the end of the month. Your claim must be received by ASI by the 15th of the month to be included in the monthly processing cycle.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What information needs to be included on my parking fee receipt?,"The following information should be legible on the parking fee receipt:

The name of the parking facility or company
The parking date(s) (e.g., Jan. 1-31, 202​3​)
The parking fee amount
Your name",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What if my parking facility does not provide a receipt when I pay my parking fees?,"You can submit other proof of parking fee payment with your CalHR 681 - Account Claim Form. It must include the required information listed in the question above. This documentation can be any of the following:

Copy of money order
Copy of cashier's check
Copy of the front and back of a cancelled personal check
Copy of an invoice and the front of a personal check
Copy of the front of a personal check on which the parking facility has signed and dated as paid
Copy of credit card statement
Copy of bank statement
Proof of purchase of a debit card for parking meters
A copy of your paycheck statement showing the Program deduction is not proof of payment for reimbursement. If you still have questions about acceptable proof of parking payment, please contact ASI at (800) 659-3035.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Can I change my payroll deduction at any time?,Yes. You can increase or decrease the amount of your payroll deduction at any time by completing a CalHR 682 - Account Enrollment Form and submitting it to your departmental personnel office. The change to your payroll deduction will start with the current pay period if your form is received and processed by SCO's Miscellaneous Deduction Unit by the 10th of the month.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Can I cancel my payroll deduction at any time?,Yes. You can cancel your parking payroll deduction at any time by completing a CalHR 682 - Account Enrollment Form and submitting it to your departmental personnel office. Your payroll deduction will be cancelled in the current pay period if your form is received a,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
Life,"I am new to the state, and I want to enroll into Life Insurance but not sure if I am eligible?"," Basic Life insurance is only available to excluded employees, which is based on your CBID codes, if you are not sure what your CBID is, please contact your department personnel office, who will be best to assist you. If you are eligible, please verify your pay warrant to verify under Employee contribution LIFE 00, as this benefit is employer paid. ",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,"I am new to the state, and I want to enroll into the Supplemental Life Insurance but not sure if I am eligible?","Life insurance is only available to excluded employees, which is based on your CBID codes, if you are not sure what your CBID is, please contact your department personnel office, who will be best to assist you.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,I am an eligible employee and wish to purchase more life insurance.,"If you have confirmed and you are eligible, you can contact MetLife at 1-800-252-8524 and/or visit www.metlife.com/soc for more information.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,I am eligible how do I know if I am enrolled into the state life insurance program and how do I know how much my benefit amount is.,"Please contact your department personnel office who can assist you with your questions. You can also visit www.metlife.com/soc for coverage amount. To confirm your enrollment, you can also verify your pay warrant and under employee contribution look for LIFE 00.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,"Help, my Spouse/Family member passed away, what do I need to do.","First, I am sorry for your loss, please contact your spouse or family member personnel department, if you do not have your spouse or family member agency contact, you can visit www.sco.ca.gov California personnel office directory and locate the public number. If your spouse or family member was an eligible employee, you can contact MetLife at 1-800-252-8524 and they will assist you as well as their personnel office.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Legal,"I am new to the state, and I want to enroll into Group Legal Insurance, but not sure if I am eligible?","Group legal is available to most state employees, if you are not sure if you are eligible to enroll, please contact your department personnel office, who will be best to assist you.",https://calhr.benefitsprograms.info/state-employee/insurance/group-legal-services/
Dental,Dental benefits,"Dental benefits
You and your dependents may be eligible for state-sponsored dental insurance, available from one of several dental plans. Eligible employees may enroll in a dental plan within the first 60 days of employment. Eligible employees may also enroll or make changes to their dental plan during the annual Open Enrollment period.

Your collective bargaining designation determines which plans are available to you. The state pays all or part of your premium, depending on the plan you select and the number of dependents you wish to cover",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,2023 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2023. For employees in CoBen, the state share and employee share does not apply. Therefore, the total dental premium will be deducted from the monthly CoBen allowance",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/2023-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums.pdf
Dental,2023 Dental Benefits Handbook for Active Employees,"The California Department of Human Resources (CalHR) prepared this dental benefits handbook to
provide general information regarding state-sponsored dental coverage for State of California
employees and their eligible dependents.
Information in this handbook is supplied solely to provide general information regarding eligibility and
enrollment and to assist you in comparing dental plan options. This handbook has no legal force or
effect; any discrepancy between the information contained herein and actual dental plan benefits is
controlled by the contracts between the state and the dental plan carriers.
CalHR
The CalHR Benefits Division administers the state’s dental program. CalHR secures and administers
contracts with dental carriers to provide benefits to active state employees, retirees and their
dependents. CalHR is also responsible for communicating policies and procedures regarding dental
eligibility and enrollment, coordinating dental Open Enrollment periods, and providing information,
guidance and training to departmental personnel offices on issues relating to the state’s dental
program.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/Final-2023-dental-handbook-active.pdf
Dental,2024 Dental and Vision Plan Deduction Codes and Premiums,"Dental Rates
The following tables show premiums effective January 1, 2024. For employees in
CoBen, the state share and employee share do not apply and the total dental premium
will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums-2.pdf
Dental,2024 Dental Benefits Handbook for Active Employees,"The California Department of Human Resources (CalHR) prepared this dental benefits handbook to provide general information regarding state-sponsored dental coverage for State of California employees and their eligible dependents.
Information in this handbook is supplied solely to provide general information regarding eligibility and enrollment and to assist you in comparing dental plan options. This handbook has no legal force or effect; any discrepancy between the information contained herein and actual dental plan benefits is
controlled by the contracts between the state and the dental plan carriers.
CalHR 
The CalHR Benefits Division administers the state’s dental program. CalHR secures and administers contracts with dental carriers to provide benefits to active state employees, retirees, and their dependents. CalHR is also responsible for communicating policies and procedures regarding dental
eligibility and enrollment, coordinating dental Open Enrollment periods, and providing information, guidance, and training to departmental personnel offices on issues relating to the state’s dental program.
",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-Active-Handbook.pdf
Dental,Dental Plan Options,"Dental Plan Options
There are three types of plans available:

Prepaid Plans
Indemnity Option
Preferred Provider Option",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Vision ,Vision Benefits,"Vision Benefits
If you’re a permanent state employee working half-time or more, you’re eligible for the state’s Vision Program. You may receive an eye examination, lenses, and a frame once every calendar year. The state offers two vision plans. The Basic Vision Plan will be provided at no cost to you or, you can upgrade to the Premier Vision Plan for a small monthly cost.

For more information or if you have changes to your current plans, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,2023 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2023. For employees in CoBen, the state share and employee share does not apply. Therefore, the total dental premium will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/2023-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums.pdf
Vision ,2024 Dental and Vision Plan Deduction Codes and Premiums,"Dental Rates Vision Rates
The following tables show premiums effective January 1, 2024. For employees in CoBen, the state share and employee share do not apply and the total dental premium will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums-1.pdf
Vision ,2024 Vision Member Benefit Summary – Active Employees,The State of California and VSP provide you with an affordable vision plan. Stay with the Basic Plan or upgrade to the Premier Plan for enhanced benefits. Dependents must be enrolled in the same plan as the enrollee.,https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/Final_2024-Vision-Member-Benefit-Summary-Active-Employees.pdf
Vision ,2024 Vision Member Benefit Summary – COBRA,The State of California and VSP provide you with an affordable vision plan. Stay with the Basic Plan or upgrade to the Premier Plan for enhanced benefits. Dependents must be enrolled in the same plan as the enrollee.,https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/Final_2024-Vision-Member-Benefit-Summary-COBRA.pdf
Cobra,Consolidated Omnibus Budget Reconciliation Act (COBRA),"The Consolidated Omnibus Budget Reconciliation Act (COBRA) gives workers and their families who lose their health benefits the right to choose to continue group health benefits provided by their group health plan for limited periods of time under certain circumstances such as voluntary or involuntary job loss, reduction in the hours worked, transition between jobs, death, divorce, and other life events. Qualified beneficiaries may be required to pay the entire premium for coverage up to 102 percent of the cost of the plan.

The COBRA statute requires employers to offer continuation of group coverage including health, dental, vision, and FlexElect Medical Reimbursement Accounts to covered employees, spouses, domestic partners*, and eligible dependent children who lose group coverage due to a qualifying event. These individuals are known as qualified beneficiaries. The terms and timeframes are set by the Department of Labor and the Internal Revenue Service.

As a state employee enrolled in state-sponsored benefits, you should be aware of your COBRA rights in the event that you lose coverage due to a qualifying event. You also have the responsibility to report certain life events to your departmental personnel office to ensure you and your qualified dependents maintain COBRA eligibility.

* The state considers a covered domestic partner as a qualified beneficiary who may continue group coverage under COBRA.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cobra/
cobra,Initial General COBRA Notice,"Your departmental personnel office will provide the initial general COBRA notice to individuals covered under state-sponsored plans describing your COBRA rights. Your departmental personnel office must provide this notice to covered individuals within the first 90 days of coverage. The notice contains the information that you need to know to protect your COBRA rights while you are covered under the plans. This includes the name of the plan, a general description of the COBRA coverage provided under the plan, departmental personnel office contact information, and an explanation of any notices you must give your departmental personnel office to protect your COBRA rights.

For more information on the program and eligibility, please contact your departmental personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cobra/
Cash Option,Cash Option – Non-CoBen,"If you have qualifying group health and/or dental insurance through a spouse, domestic partner, parent, or another source, you have the option to receive cash in lieu of your state-sponsored health and/or dental benefits. Qualifying group health coverage includes health coverage that provides minimum value as established by the federal Patient Protection Affordable Care Act (ACA) and is maintained by an employer or employee organization. All state CalPERS health plans currently meet the law’s minimum value standards.

The ACA establishes a minimum value standard of benefits of a health plan. For a qualifying group health plan to meet the ACA’s minimum value standards, the plan must cover at least 60 percent of the total allowed costs of benefits provided under the plan. Employees may refer to their plan’s Summary of Benefits and Coverage document to determine if their coverage meets the law’s minimum value standards.

Employees enrolled in individual coverage, such as TRICARE, Medicare, Medi-Cal, and Covered California, are not eligible to receive cash in lieu of other health coverage, even if the coverage provides minimum value.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
Cash Option,Benefits of the Cash Option,"Cash option benefits are provided under the FlexElect program. Depending on which cash option you enroll in, you’ll receive the following:

$128/month in lieu of health benefits;
$12/month in lieu of dental benefits; or
$140/month in lieu of health and dental benefits.
This money is treated as taxable income and is reported on your W-2 statement for the tax year when you receive payment. Cash option payments are not considered compensation for retirement purposes.

This plan applies to employees in Bargaining Units 1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 20, and 21. Excluded employees and employees in Bargaining Units 2, 7, 8, 16, 17, 18, and 19: You’re covered by Consolidated Benefits (CoBen) and your cash option is available through CoBen, not FlexElect. 

Contact your department’s personnel office for information and forms to enroll in a CoBen Cash Option.  

SEIU Local 1000 represented employees and excluded classes tied to SEIU are not eligible to participate in the FlexElect or CoBen Cash Options until July 1, 2022, due to receiving other negotiated benefits.

Please contact your department’s personnel office to learn more about eligibility.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
FlexElect,FlexElect Reimbursement Accounts,"The FlexElect Program allows state employees to set aside money in a reimbursement account to pay for certain kinds of expenses. Deductions occur before tax withholding, reducing your tax liability.

Medical Reimbursement Accounts – Set aside money for eligible medical expenses.
Dependent Care Reimbursement Accounts – Set aside money to to pay for childcare expenses and the care of qualifying adults who cannot care for themselves. ​
When you enroll in a reimbursement account, you designate an amount to be deducted each month from your wages. That money is automatically deposited in your account for one plan year. After incurring health-related or dependent care expenses during that year, you submit a claim for reimbursement from your account. Your reimbursement check is mailed to you, or you can request direct deposit into your checking or savings account.

Please read the 2022 FlexElect Handbook carefully before making a decision about enrolling in the program. This program offers several choices, and you will need to determine which options are right for you. Contact your department’s personnel office if you have any questions that are not answered on this page or in the plan handbook. You may also wish to seek the advice of a qualified tax consultant.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
,Consolidated Benefits (CoBen),"Consolidated Benefits (CoBen) is a combined employer contribution towards your dental, vision, and health benefits. The benefit allowance is automatically established in the State Controller’s (SCO) payroll system. No enrollment form is required.

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/consolidated-benefits-coben/
CoBen,CASH OPTION (CoBen),"CASH OPTION (CoBen)
If you have qualifying group health or health and dental coverage through another source, such as your spouse, you may opt to receive cash in lieu of both your state-sponsored health and dental coverage or for your state-sponsored health coverage only. Qualifying group health coverage includes health coverage that provides minimum value as established by the federal Patient Protection Affordable Care Act (ACA) and is maintained by an employer or employee organization. All state California Public Employees’ Retirement System (CalPERS) health plans currently meet the law’s minimum value standards.

The ACA establishes a minimum value standard of benefits for a health plan. For a qualifying group health plan to meet the ACA’s minimum value standards, the plan must cover at least 60 percent of the total allowed costs of benefits provided under the plan. Employees may refer to their plan’s Summary of Benefits and Coverage document to determine if their coverage meets the law’s minimum value standards.

Employees enrolled in individual coverage, such as TRICARE, Medicare, Medi-Cal, and Covered California, are not eligible to receive cash in lieu of other health coverage, even if the coverage provides minimum value.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-coben/
CoBen,Benefits of the Cash Option,"Benefits of the Cash Option
These payments are considered taxable income and are as follows:

$155 – if you decline both the state-sponsored health and dental plans
$130 – if you decline only the state-sponsored health plan
Note: You will not receive any CoBen Cash if you decline dental coverage only.

CoBen cash payments are included with your regular paycheck and are subject to the same payroll taxes (federal, state, and Social Security) as your regular salary. However, CoBen Cash payments are not considered compensation for retirement purposes. This additional cash is reported on your W-2 statement in the same tax year you received the CoBen Cash payment. 

For more information on the program and eligibility please contact your department’s personnel office",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-coben/
OPEB,Other Post-Employment Benefits (OPEB),"Other Post-Employment Benefits (OPEB)
Through the collective bargaining process and under the authority of Government Code section 22940 – 22944.5, OPEB (Other Post-Employment Benefits) is the method by which the State of California, as the employer, and its employees jointly prefund health benefits that current active employees will receive as state retirees.

All employees in positions that are eligible for health benefits, whether or not currently enrolled, prefund OPEB. The state prefunds a matching contribution. The OPEB Policy Statement provides the effective prefunding dates of the various employee groups.

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Basic Group Term Life Insurance for Excluded Employees
An employer-paid Basic Group Term Life Insurance Plan is provided to active State employees who are designated managers, supervisors, confidential, and other specified excluded employees. Employees designated supervisory and confidential have $25,000 of basic insurance coverage and employees designated exempt and managerial have $50,000 coverage.

Please contact California Department of Human Resources, Benefits Division – (916) 324-0533 for more information.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Accelerated Benefit Option
An Accelerated Benefit Option is an important feature included in the basic and supplemental plans. If you are diagnosed as terminally ill with only a six month life expectancy, you may elect to receive up to seventy percent of the face value of the policy with a service charge of four percent of the amount paid. 

Another plan feature is the assignment of insurance policy ownership. Both your basic as well as any supplemental life insurance purchased can be assigned by gift or to a viatical settlement provider for viatical purposes. 

More Information
Contact MetLife directly at 1-800-252-8524.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Beneficiary Designation
CalPERS and departmental beneficiary designations do not apply to life insurance benefits payable under the Metropolitan Life Insurance (MetLife) program. Life insurance benefits will be paid according to the standard order of beneficiary as follows:

to the surviving spouse/domestic partner, if none, then
to the surviving natural and/or adopted children, if none, then
to the surviving parents, if none, then
to the estate
Benefits will be paid equally among surviving children or surviving parents. Family status changes, such as divorce and remarriage are automatically adjusted provided you have not designated a beneficiary other than above. 

If you wish to designate a beneficiary other than the standard order stated above, you must request a beneficiary form from MetLife at 1-800-252-8524. You must return the completed form to MetLife. Upon receipt of the completed form, MetLife will record and retain the original in your file. A signed copy will be returned to you for your records. This designation will not change with marriage, divorce, or any other family status changes. You must complete a new designation form if their family status change alters their desired beneficiaries.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Conversion Privilege
The basic and supplemental plan includes a Conversion Privilege. With this, you can:

convert to an individual policy in the event they lose eligibility status,
take a leave of absence, or
separate from State service.
This conversion will provide for coverage up to the face amount of the group policy.  When you retire, you can make arrangements with MetLife to have premiums deducted from your CalPERS check.  You must call MetLife at 1-800-252-8524 within 31 days of retiring.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Enrollment
When you move into an eligible classification, enrollment in the State-paid basic life insurance is automatic. Once the deduction code is established, the carrier (MetLife) will mail a packet of information to you.

Supplemental Life Insurance
You can apply for supplemental life insurance anytime by calling MetLife at 1-800-252-8524. They will answer questions and send you an application.

Cancellation
If you do not want this State-paid benefit, you must complete a Life Insurance Enrollment Authorization Form 698 to cancel the basic life insurance coverage.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Reporting a Death
Department personnel offices are responsible for immediately reporting the death of a covered employee to MetLife Insurance Company at 1-800-252-8524. The person reporting the death must have the following information available: 

Employee name
Bargaining unit affiliation
Social Security Number
Date of birth
Date of death
Marital or registered domestic partner status
Cause of death (if known), name, address, and phone number of next of kin on file, along with the name, department, and phone number of the person reporting of death
Claim number will always be Policy No. 74503
Employees are responsible for reporting the death of a covered spouse, registered domestic partner, or dependent directly to MetLife.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Basic Group Term Life Insurance for Excluded Employees,Basic Group Term Life Insurance for Excluded Employees,"Supplemental Life Insurance
Having basic group term life insurance allows you the opportunity to take advantage of the state’s group purchasing power by securing significant amounts of voluntary supplemental life insurance at a competitive rate.  You may elect coverage amounts in $10,000 increments up to eight (8) times your basic annual earnings, not to exceed $750,000.

Eligibility
You must be an active designated manager, supervisor, confidential, or specified excluded employee and have state paid basic group life insurance.

How to Know if you are Enrolled in the State Paid Basic Group Term Life Insurance Plan
Under the “employer contribution” section of your pay warrant/direct deposit advice you will see LIFE INS and a premium amount paid by the state.  If you do not see LIFE INS, then you are not enrolled in the Basic Group Term Life Insurance plan.  If you feel you should be enrolled, please contact your departmental personnel office.

Enrollment
You can enroll in supplemental life insurance at any time.

​Age	​Monthly Premium
Under 25	$0.60
25 to 29	$0.64
30 to 34	$0.78
35 to 39	$0.85
40 to 44	$1.05
45 to 49	$1.50
50 to 54	$2.22
55 to 59	$4.02
60 to 64	$6.09
65 to 69	$11.58
70 to 74	$18.69
75 and Older	$20.75
If you choose to enroll, your monthly premium will automatically be deducted from your payroll warrant.

Administration Fee
In addition to the monthly premium, there is a $0.50 administrative fee.

Leave of Absence (LOA)
You must contact Metropolitan Life Insurance (MetLife) within 30 days of the effective date of the LOA to make a direct payment or coverage will be cancelled.

Return from Leave of Absence
If you made direct payments while on a LOA, then premiums will be deducted from regular pay upon return from the LOA.  If your coverage was canceled during the LOA, you must contact MetLife to re-apply for coverage.

Loss of Eligibility
If you are no longer an eligible employee your coverage will continue unless you contact MetLife to terminate coverage.

Separation from State Employment
Please contact MetLife should you wish to convert your coverage to an individual plan.

Retirement
If you wish to continue your supplemental life insurance, you must contact MetLife within 30 days of retirement.

Beneficiary
CalPERS and departmental beneficiary designations do not apply to life insurance benefits payable under the MetLife plan.  Life insurance benefits will be paid according to the standard order of beneficiaries, unless you complete and submit the MetLife Beneficiary Designation form to MetLife.  Remember to retain a copy for your records.

Cancellation
You can cancel your supplemental insurance plan at any time by contacting MetLife.

Additional Life Insurance – Dependent Coverage
If you purchased $20,000 or more in supplemental life insurance, you can purchase additional life insurance for your spouse or domestic partner and/or dependent children up to age 23.

Cost for Dependent Life Insurance:
 

Flat Monthly Cost of Coverage

​Spouse or Domestic Partner	​Child(ren)	​Employee under 65	​Employee over 65
​$7,500	​$7,500	​$1.85	​$7.25
​$15,000	​$7,500	​$3.71	​$14.51
​$25,000	​$7,500	​$6.18	​$24.18
​$50,000	​$7,500	$​​12.35	​$48.35
Insurance Carrier
Metropolitan Life Insurance (MetLife)
Policy number 74503

For information, contact:
MetLife Customer Service
(800) 252-8524
https://www.metlife.com/soc/

Monday – Friday
8:00 a.m. – 4:30 p.m. PT
(excluding holidays)

CalHR Customer Service
lifeinsurance@calhr.ca.gov

Forms
MetLife Supplemental Enrollment & Beneficiary Designation 

Mail forms to:
MetLife Recordkeeping Center
P.O. Box 14402
Lexington,  KY  40512-4402",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Common Carrier Travel and Accident Insurance,Common Carrier Travel and Accident Insurance,"Common Carrier Travel and Accident Insurance
The State of California provides an employer-paid Common Carrier Travel and Accident Insurance for active State employees designated manager, supervisor, confidential, and other specified, excluded employees. This insurance policy covers eligible employee anywhere in the world while they are a passenger on a common carrier for business-related travel. Employees are automatically covered by this policy when they enter an eligible class and terminated from it when they leave an eligible class.",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/
Common Carrier Travel and Accident Insurance,Common Carrier Travel and Accident Insurance,"Enrollment
When an employee moves into an eligible classification, enrollment in the State-paid Common Carrier Travel and Accident Insurance is automatic.",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/
